timestamp,voice_calls_forecast,chats_forecast,emails_forecast,tickets_forecast
2025-10-20 00:00:00,1.2620259866529522,9.585143783728496,8.123521168585924,5.8424644618126615
2025-10-20 01:00:00,1.2307152705770485,7.73515797841747,8.279025699780721,5.683195974544481
2025-10-20 02:00:00,3.076940661311099,6.222375646221037,8.119375856066377,6.452490653475601
2025-10-20 03:00:00,8.5448099248508,6.185357969524076,9.367806823911133,7.030678077861602
2025-10-20 04:00:00,14.689524237610868,7.260531493389829,11.407546478507427,7.404427444937885
2025-10-20 05:00:00,18.536786838430196,6.662827413800963,10.210905331065538,7.804053973084302
2025-10-20 06:00:00,21.76476037141775,8.812542595748086,10.51182816333966,8.497619344174497
2025-10-20 07:00:00,26.012005030255462,10.33500788326128,11.674318846159363,9.338806905392566
2025-10-20 08:00:00,27.152501948761746,13.307897361995105,13.470150475962514,10.60194850439627
2025-10-20 09:00:00,27.216302729740896,15.027039559275496,15.225882310769856,11.464209885325454
2025-10-20 10:00:00,26.81637282061257,17.9082154056863,16.084453089805375,12.186462020281779
2025-10-20 11:00:00,25.333951333159185,20.76124893924857,17.100419176617912,12.20118527386321
2025-10-20 12:00:00,25.01101766303883,22.194923712176973,17.70450988479874,13.212920820417375
2025-10-20 13:00:00,25.773626283453865,23.402394184428264,17.20208614789518,12.228739662739256
2025-10-20 14:00:00,27.81899880229048,25.431502952661944,16.60752266279044,12.458621502117715
2025-10-20 15:00:00,30.656802898000585,26.331551093851353,16.589253124926408,11.299158712614577
2025-10-20 16:00:00,31.36861434996614,26.670397803136996,16.294051154418874,11.285438913748628
2025-10-20 17:00:00,31.105416568600766,26.26648487902912,14.688967823927749,11.288672514187155
2025-10-20 18:00:00,28.940528724962732,24.707686180670883,12.218715377008802,11.213689463172006
2025-10-20 19:00:00,24.846889231056615,23.083714829950438,10.952616713603465,10.798864688881071
2025-10-20 20:00:00,19.092897479765814,20.813022362028455,10.864624703688087,9.483081724582455
2025-10-20 21:00:00,13.567562129129849,18.26265225494427,9.607515858746446,8.669486355693087
2025-10-20 22:00:00,9.001479571485753,15.382637992493876,9.060368223753333,8.128798097205108
2025-10-20 23:00:00,5.365701983727015,12.688651539303688,8.615049390099939,7.2918519842622675
2025-10-21 00:00:00,3.9073456515033937,10.401586175825704,9.18118171992469,7.113810282613401
2025-10-21 01:00:00,4.338655248189346,8.727089712966022,9.657601636996358,6.991059927726077
2025-10-21 02:00:00,6.823522870651773,7.45338512729827,10.019893895248394,7.430056069198666
2025-10-21 03:00:00,10.820368568390906,6.611063955541166,10.513496990653405,7.841429198631906
2025-10-21 04:00:00,15.204194083210592,6.453067566917389,11.000378325552033,8.080357718860135
2025-10-21 05:00:00,19.3784047197659,6.782829909569582,10.85516030501823,8.514282938668147
2025-10-21 06:00:00,22.671097876486957,7.77468219246411,11.098820817718378,9.161782113602735
2025-10-21 07:00:00,24.817462746913094,9.147660512122867,11.973293614028314,9.902886994289386
2025-10-21 08:00:00,25.450487034496696,11.00120162697374,13.149927095344223,10.5978959456876
2025-10-21 09:00:00,25.170798688429276,13.082372038159274,14.316946924893935,11.145586215150313
2025-10-21 10:00:00,24.425716571221805,15.292954134792202,15.235667249688104,11.63716810419057
2025-10-21 11:00:00,23.963380656598456,17.521171334505834,15.922137132146714,11.848033564652816
2025-10-21 12:00:00,24.104419084340527,19.467353683848188,16.2926861943277,12.077737221884325
2025-10-21 13:00:00,25.12382844041683,21.181790417079835,16.125217874942287,11.904450272356742
2025-10-21 14:00:00,26.652077601758187,22.468061902615915,15.741704050171425,11.707678824178501
2025-10-21 15:00:00,28.235613995458465,23.270978542453634,15.277469414942345,11.3237043724203
2025-10-21 16:00:00,29.068541110792058,23.394589013619317,14.475550843729602,11.014935293154513
2025-10-21 17:00:00,28.722499216092277,22.897055192079193,13.266056115077536,10.745659633310945
2025-10-21 18:00:00,26.738203067920153,21.810785301755722,11.843024951041329,10.441402433525738
2025-10-21 19:00:00,23.060115113015755,20.23391863363562,10.720870812640204,9.951429159645853
2025-10-21 20:00:00,18.25121042737669,18.260104191868024,9.897515439698633,9.174226575592067
2025-10-21 21:00:00,13.15300413972192,16.025089998214607,9.130613644500682,8.468595871714005
2025-10-21 22:00:00,8.674437866809733,13.723018214929258,8.751008079610488,7.831770371202288
2025-10-21 23:00:00,5.531920787555997,11.522472794520304,8.640367394350045,7.311664671592635
2025-10-22 00:00:00,4.150812467849876,9.54528279873339,8.870481543414796,7.03558887605542
2025-10-22 01:00:00,4.735516338892944,7.965831381316783,9.217329515050855,6.973329149205924
2025-10-22 02:00:00,7.098562372297165,6.8370227998559105,9.604162631687485,7.1902975823815805
2025-10-22 03:00:00,10.699499082712759,6.203549121770436,10.025220155565306,7.51926438625678
2025-10-22 04:00:00,14.771003142054676,6.133398673604335,10.402088042904946,7.8986899220978195
2025-10-22 05:00:00,18.58819395761035,6.567510546562638,10.672418620318577,8.405664195438106
2025-10-22 06:00:00,21.521406683846383,7.513975927797328,11.094367115336183,9.03586061937363
2025-10-22 07:00:00,23.319728296866238,8.877313990616297,11.816801395462175,9.709360314300737
2025-10-22 08:00:00,23.95269243040585,10.586199791652998,12.762584740909697,10.338698096574307
2025-10-22 09:00:00,23.81371063023981,12.558226890875734,13.763730912352921,10.877087333476915
2025-10-22 10:00:00,23.398854162095546,14.633223318508296,14.677418956542757,11.294417844239394
2025-10-22 11:00:00,23.21049532416928,16.69886740056815,15.374425360913337,11.550647369584434
2025-10-22 12:00:00,23.5859238999768,18.59440760387184,15.761417278688633,11.68116040225018
2025-10-22 13:00:00,24.612172249846537,20.230565708056854,15.78258128562385,11.64540552147154
2025-10-22 14:00:00,26.071063229365237,21.48961567018673,15.501768754153662,11.513672891706602
2025-10-22 15:00:00,27.487465658352487,22.267563157106462,14.971502723523546,11.288657427946209
2025-10-22 16:00:00,28.276499766916217,22.495344854870968,14.175517014813494,11.026829624889233
2025-10-22 17:00:00,27.91435387514934,22.152762355179913,13.143719468405061,10.734113331305574
2025-10-22 18:00:00,26.073187568064032,21.25648287692274,12.011026304577333,10.376688123803678
2025-10-22 19:00:00,22.803407087866194,19.885755859663877,10.9972877701876,9.905658888477813
2025-10-22 20:00:00,18.532819389174755,18.15106992494229,10.179660963674555,9.312114816089245
2025-10-22 21:00:00,13.960515694091539,16.176396138256294,9.576659676049534,8.70510969325816
2025-10-22 22:00:00,9.894979058243731,14.116293566842353,9.254034415876099,8.135949160475178
2025-10-22 23:00:00,7.02537160162732,12.122517616136735,9.178544315919012,7.678849642840147
2025-10-23 00:00:00,5.798114044530429,10.334669471130097,9.313498858962939,7.400365924604282
2025-10-23 01:00:00,6.355643315446972,8.873607600958227,9.565851375542838,7.320584566168187
2025-10-23 02:00:00,8.482483805240365,7.818793664692229,9.873219662788014,7.444510112135691
2025-10-23 03:00:00,11.684132290148531,7.223548655951336,10.205186003773488,7.718681786872813
2025-10-23 04:00:00,15.290528666298991,7.115593513951653,10.536962029517218,8.10462607859877
2025-10-23 05:00:00,18.637647073086065,7.483017566454243,10.883362278187503,8.59610256799499
2025-10-23 06:00:00,21.20750613906749,8.29570148351728,11.339691232324096,9.165244033215059
2025-10-23 07:00:00,22.760194977241085,9.500299702204188,11.978468655853392,9.757812934360283
2025-10-23 08:00:00,23.34276960004085,11.025920770548682,12.777292420388415,10.314546211462433
2025-10-23 09:00:00,23.27094922118351,12.781573593717752,13.645210052358898,10.793832951807083
2025-10-23 10:00:00,22.99435560142914,14.6543568286485,14.469209026131262,11.16218576834154
2025-10-23 11:00:00,22.947189373139693,16.52782865116642,15.126192569066562,11.402781350790463
2025-10-23 12:00:00,23.413918420000478,18.274810047331577,15.518918760366368,11.521408441118743
2025-10-23 13:00:00,24.439642553034332,19.783849169833104,15.595188029963463,11.522726175591494
2025-10-23 14:00:00,25.80525398406106,20.94848014782795,15.358225390953908,11.430545310545167
2025-10-23 15:00:00,27.078130856126315,21.678599440763445,14.839059633143213,11.25976407970852
2025-10-23 16:00:00,27.738949156123265,21.913863589292724,14.077941041126127,11.026984851851115
2025-10-23 17:00:00,27.331326048888755,21.631081174399917,13.143966051581781,10.735003998635616
2025-10-23 18:00:00,25.606223852464872,20.84867451390418,12.150950120052602,10.372698309379336
2025-10-23 19:00:00,22.624104905672223,19.628915088824016,11.234638401480236,9.926757527240223
2025-10-23 20:00:00,18.76254327366792,18.06815906911677,10.483656388254932,9.408361075170795
2025-10-23 21:00:00,14.6388824134589,16.284940140642153,9.948680124579262,8.867886177114517
